sure,ayet_no,kac_kez,ayet_meali_hutbede_gecen,tema,tarih,hutbe_basligi
Bakara,208,1,"Ey iman edenler! Hepiniz topluca barış ve güvenliğe (yani İslam'a) girin. Şeytanın adımlarını izlemeyin. Çünkü o, size apaçık bir düşmandır.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",07.12.2018,SELÂM: İSLÂM’IN GÜVEN VE BARIŞ ÇAĞRISI
Bakara,250,1,Rabbimiz! Bize sabır ve dayanma gücü ver. Ayaklarımızı senin yolunda sabit kıl. Kâfirlere karşı bize yardım eyle.,İslam Coğrafyası ve Küresel Meseleler,03.11.2023,ZULME RIZA GÖSTERMEK ZULÜMDÜR
Bakara,256,1,Dinde zorlama yoktur,Kur'an-ı Kerim,27.01.2023,EN BÜYÜK MUCİZE KUR’AN-I KERİM
Bakara,267,1,"Size verilse, gönlünüzün razı olmayacağı kötü bir malı, hayır diye bir başkasına vermeye kalkışmayın.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",14.03.2025,İYİLİK KÖPRÜSÜ: ZEKÂT VE FITIR SADAKASI
Bakara,272,1,"Hayır olarak ne harcarsanız, kendiniz içindir. Zaten siz ancak Allah'ın rızasını kazanmak için harcarsınız. Hayır olarak her ne harcarsanız hiç hakkınız yenmeden karşılığı size tastamam ödenir.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",17.08.2018,SADAKA-İ CÂRİYE
Bakara,278,1,"Ey iman edenler! Allah'tan korkun. Eğer gerçekten inanıyorsanız mevcut faiz alacaklarınızı terk edin. Eğer böyle yapmazsanız, Allah ve Resûlü tarafından faizcilere karşı açılan savaştan haberiniz olsun. Eğer tevbe edip vazgeçerseniz, anaparanız sizindir; ne haksızlık etmiş ne de haksızlığa uğramış olursunuz.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",23.08.2019,FAİZİN TOPLUMSAL ZARARLARI
Bakara,285,1,"Peygamber, Rabbinden kendisine indirilene inandı; müminler de inandılar",Kur'an-ı Kerim,04.11.2022,HAYAT REHBERİMİZ KUR’AN
Bakara,44,1,"Kitabı okuyup durduğunuz halde, kendinizi unutup iyiliği başkalarına mı emrediyorsunuz? Aklınızı kullanmıyor musunuz?","Sabır, Tevekkül ve Manevi Olgunluk",19.01.2018,ÖNCE KENDİMİZDEN SORUMLUYUZ
Bakara,82,1,İman edip salih amel işleyenler cennetliklerdir. Onlar orada ebedi kalacaklardır.,"Ramazan, Oruç ve Bayramlar",10.04.2024,"RAMAZAN BAYRAMI: BİRLİK, BERABERLİK VE KARDEŞLİK GÜNLERİ"
Beled,12,1,"O sarp yol nedir, bilir misin? Köle azât etmektir. Veya bir kıtlık gününde yakını olan bir yetimi yahut aç ve açıkta kalan bir yoksulu doyurmaktır. Sonra iman edip birbirlerine sabrı tavsiye edenlerden ve merhameti öğütleyenlerden olmaktır.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",21.12.2018,VARLIĞIN İLAHİ MAYASI MERHAMET
Beyyine,7,1,"Şüphesiz, iman edip, salih ameller işleyenler var ya; işte onlar yaratılanların en hayırlısıdır. Rableri katında onların mükâfatı, altından ırmaklar akan, içinde ebedi kalacakları Adn cennetleridir. Allah onlardan razı olmuştur, onlar da Allah'tan razı olmuşlardır. İşte bu mükafat Rabbine derin saygı duyanlara mahsustur.","İman, Tevhid ve Ahiret",06.07.2018,ALLAH’IN RIZASINA ULAŞTIRAN SALİH AMELLER
Buruc,12,1,Şüphesiz Rabbinin yakalaması çok şiddetlidir.,İslam Coğrafyası ve Küresel Meseleler,25.07.2025,GAZZE: İNSANLIĞIN ONUR SINAVI
Buruc,14,1,"Mağfireti çok, sevgisi engin olandır.","İman, Tevhid ve Ahiret",03.04.2015,"HAKİKİ SEVGİ: ALLAH’I SEVMEK, ALLAH İÇİN SEVMEK"
Casiye,13,1,"Allah, göklerdeki ve yerdeki her şeyi kendi katından bir nimet olarak sizin hizmetinize vermiştir. Elbette bunda düşünen bir toplum için deliller vardır.","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",04.10.2019,DÜNYA EVİMİZ BİZE EMANETTİR
Cuma,9,1,"Ey iman edenler! Cuma günü ezan okunduğunda namaz için koşun ve alışverişle meşguliyeti bırakın. Bilesiniz ki bu, sizin için daha hayırlıdır.",İbadet ve Kulluk,01.12.2017,GÜNEŞİN DOĞDUĞU EN HAYIRLI GÜN: CUMA
Duha,6,1,Rabbin seni yetim bulup barındırmadı mı?,"Aile, Çocuk ve Nesil",03.07.2015,CENNET KAPILARININ ANAHTARI: YETİMLER
En'am,10,1,"Senden önceki peygamberlerle de alay edilmiş, sonunda onlarla alay edenleri, alaya aldıkları azap kuşatıvermişti.","İman, Tevhid ve Ahiret",13.03.2026,HAK VE HAKİKATİN TEMSİLCİLERİ: PEYGAMBERLER
En'am,141,1,Allah israf edenleri sevmez.,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",25.01.2013,ALLAH’IN SEVMEDİĞİ DAVRANIŞ: İSRAF
En'am,160,1,Kim iyilik yaparsa ona yaptığının on katı vardır; kim de kötülük yaparsa o sadece yaptığının dengiyle cezalandırılır. Onlar haksızlığa uğratılmazlar.,"Ahlak, Erdem ve Söz",11.03.2022,DÜNYA HAYATI BİR İYİLİK YOLCULUĞUDUR
En'am,164,1,Hiçbir günahkâr bir başkasının günahını yüklenmez.,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",01.09.2023,SAKIN İNCİTME BİR CÂNI!
En'am,35,1,Sakın cahillerden olma!,"Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",30.03.2018,VAHYİN İNSANLIĞA İLK MESAJI: OKU!
En'am,38,1,Yeryüzünde yürüyen hayvanlardan ve gökyüzünde iki kanadıyla uçan kuşlardan ne varsa hepsi sizin gibi birer topluluktur.,"Ahlak, Erdem ve Söz",29.01.2021,HAYVANLARA MERHAMET: DİNÎ VE İNSANÎ SORUMLULUĞUMUZ
En'am,54,1,"Sizden kim cahillikle bir kabahat işler de sonra peşinden tövbe eder, kendini düzeltirse (bilmiş olun ki) O, çok bağışlayandır, çok merhamet edendir.","Kandiller, Muharrem ve Mübarek Geceler",21.06.2013,BERATA ULAŞABİLMEK
En'am,82,1,"İman edip de imanlarına zulüm karıştırmayanlar... İşte güven onların hakkıdır. Onlar, hidayet üzere olanlardır.","İman, Tevhid ve Ahiret",13.06.2014,İMANIN ŞUBELERİ
Enbiya,1,1,İnsanların hesaba çekilecekleri gün iyice yaklaştı; hâlbuki onlar gaflet içinde haktan yüz çeviriyorlar.,"Sabır, Tevekkül ve Manevi Olgunluk",30.12.2022,HAYATIN TEKRARI YOK
Enbiya,16,1,"Biz yeri, göğü ve arasındakileri oyun olsun diye yaratmadık.","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",04.10.2019,DÜNYA EVİMİZ BİZE EMANETTİR
Enbiya,30,1,canlı olan her varlık sudan yaratılmıştır,"Afet, Kriz ve Sağlık",11.12.2020,SU: HAYAT VE ŞİFA KAYNAĞIMIZ
Enbiya,47,1,"Biz, kıyamet gününde adalet terazileri kurarız; kimseye hiçbir şekilde haksızlık edilmez. Yapılanlar, bir hardal tanesi kadar dahi olsa, onu adalet terazisine getiririz. Hesap görücü olarak biz yeteriz.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",15.12.2023,ADALET: HER HAK SAHİBİNE HAKKINI VERMEK
Enbiya,86,1,Senden başka ilah yoktur. Seni her türlü eksiklikten tenzih ederim. Ben gerçekten kendine yazık edenlerden oldum.,"Sabır, Tevekkül ve Manevi Olgunluk",01.04.2016,ÖFKEYE HÂKİM OLABİLMEK
Enfal,46,1,"Allah’a ve Resûlüne itaat edin ve birbirinizle çekişmeyin. Sonra gevşersiniz ve gücünüz, devletiniz elden gider. Sabırlı olun. Çünkü Allah sabredenlerle beraberdir.","Vatan, Millet ve Tarih",07.08.2026,KARDEŞLİK
Enfal,67,1,"Siz geçici dünya menfaatini istiyorsunuz, Allah ise ahireti kazanmanızı istiyor.","İman, Tevhid ve Ahiret",09.08.2024,VEHEN: BİRLİK VE BERABERLİĞİMİZİN ÖNÜNDEKİ BÜYÜK ENGEL
Enfal,72,1,"İman edip hicret edenler, Allah yolunda mallarıyla ve canlarıyla cihad edenler, muhacirleri barındırıp yardım edenler var ya, işte onlar birbirlerinin dostlarıdır…","Kandiller, Muharrem ve Mübarek Geceler",12.06.2026,HİCRİ YENİ YILA GİRERKEN
Enfal,74,1,"İman edip hicret edenler, Allah yolunda cihad edenler; onlara kucak açıp yardım edenler var ya! İşte onlar gerçek müminlerdir. Onlar için bağışlanma ve büyük bir lütuf vardır.",Peygamberimiz ve Ashab,21.07.2023,HİCRET: İDEALLER UĞRUNA ÇIKILAN KUTLU BİR SEFER
Fatiha,1,1,"Bizi dosdoğru yola, kendilerine iman ve hidayet nimeti verdiğin kimselerin yoluna ilet. Gazabına uğramış olanların ve sapıtanların yoluna değil.",Kur'an-ı Kerim,08.01.2021,FÂTİHA SÛRESİ: KUR’AN’IN MUKADDİMESİ
Fetih,10,1,…Kim Allah ile olan ahdine vefa gösterirse Allah ona büyük bir mükâfat verecektir,"Ahlak, Erdem ve Söz",07.11.2025,VEFA İMANDANDIR
Furkan,63,1,"Rabbimiz! Bizden cehennem azabını uzaklaştır, gerçekten onun azabı gelip geçici değil, devamlıdır. Şüphesiz, orası ne kötü bir durak ve ne kötü bir konaktır.","Kandiller, Muharrem ve Mübarek Geceler",29.06.2012,BERÂT’A YOL ARAMAK
Furkan,70,1,"Ancak tevbe edip de iman eden ve salih amel işleyenler başka. Allah işte onların kötülüklerini iyiliklere çevirir. Allah çok bağışlayandır, çok merhamet edendir.","İman, Tevhid ve Ahiret",14.12.2018,RAHMET VE MAĞFİRET KAPISI: TEVBE
Furkan,72,1,"Onlar, yalana şahitlik etmezler. Faydasız boş bir şeyle karşılaştıkları zaman, vakar ve hoşgörü ile geçip giderler.","Ahlak, Erdem ve Söz",22.05.2015,BOŞ ŞEYLERİ TERK EDEREK HAYATI ANLAMLI KILMAK
Hac,38,1,"Biliniz ki Allah, iman edenleri korur. Şu da muhakkak ki Allah hiçbir haini, hiçbir nankörü sevmez.","Vatan, Millet ve Tarih",10.07.2020,15 TEMMUZ VE BİRLİK RUHU
Hac,40,1,"Şüphesiz Allah, kendi dinine yardım edenlere mutlaka yardım eder.",İslam Coğrafyası ve Küresel Meseleler,03.10.2025,HENDEK’TEN GAZZE’YE: ZAFER İNANANLARINDIR
Hadid,18,1,"Şüphesiz ki sadaka veren erkeklerle sadaka veren kadınlar ve Allah'a güzel bir borç verenler var ya, verdikleri onlara kat kat ödenir. Ayrıca onlara çok değerli bir mükâfat da vardır.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",17.08.2018,SADAKA-İ CÂRİYE
Hakka,19,1,"Alın kitabımı okuyun. Doğrusu ben, hesabımla karşılaşacağımı zaten bekliyordum.","İman, Tevhid ve Ahiret",24.12.2021,AHİRET DAHA HAYIRLI VE SÜREKLİDİR
Haşr,19,1,İşte onlar gerçekten yoldan çıkmış kimselerdir.,"İman, Tevhid ve Ahiret",06.10.2017,"ALLAH’I UNUTANLAR, UNUTULURLAR"
Haşr,9,1,"… Onlar, Muhacirlere verilenlerden dolayı içlerinde bir rahatsızlık duymazlar. Kendileri son derece ihtiyaç içinde bulunsalar bile onları kendilerine tercih ederler. Kim nefsinin cimriliğinden, hırsından korunursa, işte onlar kurtuluşa erenlerin ta kendileridir.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",14.08.2015,İMANIN TEZAHÜRÜ: FEDAKÂRLIK VE İSÂR
Hicr,46,1,Selametle ve güvenle girin cennete!,"İman, Tevhid ve Ahiret",20.11.2020,CENNET: MÜMİNLERİ BEKLEYEN SONSUZ NİMET
Hicr,49,1,"Resûlüm! Kullarıma, benim, çok bağışlayan ve çok esirgeyen olduğumu haber ver.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",08.11.2024,MERHAMET EDEN MERHAMET BULUR
Hicr,50,1,Azabımın da çok elem verici olduğunu bildir.,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",08.11.2024,MERHAMET EDEN MERHAMET BULUR
Hud,114,1,İyilikler kötülükleri yok eder.,"Ahlak, Erdem ve Söz",06.04.2018,İYİLİK: PAYLAŞILDIKÇA ARTAN DEĞER
Hud,23,1,"İman edip, salih ameller işleyen ve Rablerine gönülden bağlananlara gelince, işte onlar cennetliklerdir. Onlar orada ebedi kalacaklardır.",İbadet ve Kulluk,11.01.2019,"İNSANIN KEMAL YOLCULUĞU: İSLAM, İMAN VE İHSAN"
Hud,61,1,"Semûd kavmine de kardeşleri Sâlih’i gönderdik. O dedi ki: ‘Ey kavmim! Allah’a kulluk edin. Sizin O’ndan başka ilâhınız yoktur. Sizi topraktan yaratan ve yeryüzünü imar etme sorumluluğunu size veren O’dur. O halde O’ndan bağışlanma dileyin ve samimiyetle tövbe edin. Şüphesiz Rabbim çok yakındır, dualara karşılık verendir.’","Vatan, Millet ve Tarih",24.07.2026,İSLAM MEDENİYETİ
Kadir,1,1,"Şüphesiz, biz onu (Kur'an'ı) Kadir gecesinde indirdik. Kadir gecesinin ne olduğunu sen ne bileceksin! Kadir gecesi bin aydan daha hayırlıdır. Melekler ve Ruh (Cebrail) o gecede, Rablerinin izniyle her türlü iş için iner de iner. O gece, tan yerinin ağarmasına kadar bir esenliktir.","Kandiller, Muharrem ve Mübarek Geceler",02.08.2013,RAMAZANA VEDA VE KADİR GECESİ
Kasas,17,1,Rabbim! Bana verdiğin nimetle asla mücrimlere arka çıkmayacağım.,İslam Coğrafyası ve Küresel Meseleler,16.08.2013,"MAZLUMUN AHI, TİTRETİR ARŞ-I RAHMAN’I"
Kasas,24,1,Ey Rabbimiz! Bize göndereceğin her hayra muhtacız.,"Afet, Kriz ve Sağlık",17.02.2023,MİRAÇ GECEMİZ: İLÂHÎ RAHMET VE SEKÎNET VESİLEMİZ
Kehf,104,1,"Onlar, iyi işler yaptıklarını sandıkları halde, dünya hayatında çabaları boşa giden kimselerdir.","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",03.09.2021,ALLAH İLİM YOLCUSUNA CENNETİ KOLAYLAŞTIRIR
Kehf,107,1,"İman edip salih amel işleyenler, Firdevs cennetlerinde ağırlanacaktır. Onlar, orada ebedi kalacaklar ve hiç ayrılmak istemeyeceklerdir.","İman, Tevhid ve Ahiret",22.12.2023,MÜMİNLERİN EBEDİ YURDU: CENNET
Kehf,45,1,"...Dünya hayatı, gökten indirdiğimiz yağmur gibidir ki, o yağmurla yeryüzünün bitkileri boy verip birbirine karışır. Fakat bütün bu canlılık sonunda rüzgârın savurduğu kuru bir çerçöpe döner.","Sabır, Tevekkül ve Manevi Olgunluk",26.12.2014,PAHA BİÇİLMEZ SERMAYE: ÖMÜR
Kıyamet,13,1,"O gün insana, yapıp önden gönderdiği ve yapmayıp geri bıraktığı şeyler haber verilir.","Sabır, Tevekkül ve Manevi Olgunluk",30.12.2022,HAYATIN TEKRARI YOK
Lokman,12,1,"Kim şükrederse kendisi için şükretmiş olur. Kim de nankörlük ederse, bilsin ki Allah her bakımdan sınırsız zengindir, övülmeye lâyıktır.","Sabır, Tevekkül ve Manevi Olgunluk",27.10.2017,ŞÜKREDEN BİR KUL OLABİLMEK
Lokman,16,1,"Yavrucuğum! Yaptığın iş bir hardal tanesi ağırlığında bile olsa, bir kayanın içinde saklansa veya göklerde yahut yerin dibinde bulunsa yine de Allah onu açığa çıkarır...","Aile, Çocuk ve Nesil",04.04.2025,GÜÇLÜ BİR TOPLUMUN İNŞASINDA ANNE BABANIN ROLÜ
Maide,1,1,Ey iman edenler! Akitlerinizin gereğini yerine getirin.,"Kandiller, Muharrem ve Mübarek Geceler",31.05.2019,KADİR GECESİ: KUR'ÂN İLE ŞEREFLENEN GECE
Maide,105,1,Ey iman edenler! Sorumluluklarınıza dikkat edin. Siz doğru gittiğiniz takdirde yanlış yola sapanlar size zarar veremez,"Ahlak, Erdem ve Söz",05.06.2026,DUYARLILIK
Maide,27,1,Kurban ancak takva sahiplerinden kabul olunur.,"Ramazan, Oruç ve Bayramlar",04.10.2013,KURBANLARIMIZLA PEKİŞSİN KARDEŞLİĞİMİZ
Maide,3,1,Bugün sizin için dininizi kemale erdirdim. Size nimetimi tamamladım ve sizin için din olarak İslâm'ı seçtim.,"İman, Tevhid ve Ahiret",30.01.2015,ALLAH’IN SON DİNİ İSLAM
Maide,48,1,Eğer Allah dileseydi sizi tek bir ümmet yapardı. Fakat verdiği şeylerde sizi imtihan etmek için ümmetlere ayırdı.,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",17.04.2015,"DÜNYA BİZE, BİZ BİRBİRİMİZE EMANETİZ!"
Maide,54,1,…Kınayanın kınamasından korkmazlar...,"Aile, Çocuk ve Nesil",13.06.2025,DÜĞÜN YAPMANIN DA BİR ÂDÂBI VARDIR
Maide,6,1,"Allah size herhangi bir güçlük çıkarmak istemez, fakat O sizi tertemiz kılmak ve üzerinizdeki nimetini tamamlamak ister ki şükredesiniz.",İbadet ve Kulluk,19.10.2018,MADDİ VE MANEVİ ARINMA: TEMİZLİK
Maide,87,1,Ey iman edenler! Allah'ın size helal kıldığı iyi ve temiz nimetleri (kendinize) haram etmeyin ve (Allah'ın koyduğu) sınırları aşmayın. Çünkü Allah haddi aşanları sevmez.,"Sabır, Tevekkül ve Manevi Olgunluk",06.03.2015,"ALLAH, AŞIRI GİDENLERİ SEVMEZ"
Maun,4,1,Onlar ki namazlarıyla gösteriş yaparlar.,"Ahlak, Erdem ve Söz",12.05.2017,SAMİMİYETSİZLİĞİN ADI: RİYA
Meryem,31,1,Nerede olursam olayım yaşadığım sürece Allah bana namazı emretti.,İbadet ve Kulluk,09.10.2015,NAMAZ DİRİLİŞTİR
Muhammed,7,1,"Ey iman edenler! Eğer siz Allah'ın dinine yardım ederseniz O da size yardım eder, ayaklarınızı kaydırmaz.","Vatan, Millet ve Tarih",24.08.2018,"GAYRET MÜMİNLERDEN, ZAFER ALLAH’TANDIR"
Mutaffifin,14,1,…Hayır hayır! Doğrusu yapıp ettiklerinden dolayı kalplerinin üzeri pas tutmuştur.,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",15.04.2011,MERHAMET EĞİTİMİ
Mü'minun,112,1,Sizi boşuna yarattığımızı ve bize tekrar döndürülmeyeceğinizi mi sandınız?,"Sabır, Tevekkül ve Manevi Olgunluk",28.12.2012,“DÜN” EYLEDİĞİMİZ GÜNLER…
Mü'minun,18,1,Biz gökten uygun bir ölçüde su indirir ve onu yeryüzünde tutarız. Kuşkusuz bizim onu tamamen gidermeye de gücümüz yeter.,"Afet, Kriz ve Sağlık",11.12.2020,SU: HAYAT VE ŞİFA KAYNAĞIMIZ
Mü'minun,5,1,"Onlar ki, namuslarını muhafaza ederler","Ahlak, Erdem ve Söz",25.01.2019,İSLAM AHLÂKININ ÖZÜ HAYÂDIR
Mü'minun,51,1,…Helal şeylerden yiyiniz ve salih ameller işleyiniz.,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",19.07.2013,"HELAL KAZANÇ, HELAL LOKMA"
Mü'minun,9,1,"Kurtuluşa eren müminler, namazlarını titizlikle kılmaya devam ederler. İşte Firdevs cennetinin vârisleri onlardır. Orada ebedi kalacak olanlar da onlardır.",İbadet ve Kulluk,09.01.2026,NAMAZ
Mü'minun,97,1,De ki: Rabbim! Şeytanların vesveselerinden sana sığınırım. Onların yanı başımda bulunmalarından da sana sığınırım.,İbadet ve Kulluk,12.01.2024,ALLAH’IN RAHMET VE İNAYETİNE SIĞINMANIN ADI: EÛZÜ-BESMELE
Müddessir,4,1,Elbiseni tertemiz tut. Her türlü pislikten uzak dur,İbadet ve Kulluk,19.10.2018,MADDİ VE MANEVİ ARINMA: TEMİZLİK
Mülk,30,1,"De ki, Söyleyin bakalım: Suyunuz çekilip kayboluverse, size kim temiz bir su kaynağı getirebilir?","Ekonomik Hayat: Kazanç, Zekat ve İsraf",18.07.2025,SUYUMUZU İSRAF ETMEYELİM
Müzzemmil,20,1,…Kendiniz için önceden ne iyilik hazırlarsanız Allah katında onu bulursunuz…,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",09.05.2025,"VAKIF: YARATAN’A HÜRMET, YARATILANA MERHAMET"
Nahl,128,1,"Allah, takva ile hareket eden ve iyilik yapanlarla beraberdir.","Kandiller, Muharrem ve Mübarek Geceler",20.01.2023,ALLAH’IM! ÜÇ AYLARI BİZE BEREKETLİ KIL
Nahl,59,1,"Onlardan birine bir kızının dünyaya geldiği müjdelendiğinde, içi öfke ile dolarak yüzü simsiyah kesilir! Kendisine verilen bu kötü haber yüzünden utanır ve eşinden dostundan gizlenirdi.","Aile, Çocuk ve Nesil",25.11.2011,"EŞİMİZ, EVLADIMIZ, ANNEMİZ: KADIN"
Nahl,66,1,Hayvanlarda sizin için elbette ibret vardır,Kur'an-ı Kerim,04.11.2022,HAYAT REHBERİMİZ KUR’AN
Nahl,80,1,"Allah, evlerinizi sizin için bir huzur ve sükûnet yeri kıldı…","Aile, Çocuk ve Nesil",16.05.2025,"AİLE: GÜVEN, SADAKAT VE MERHAMET YUVASI"
Nahl,90,1,"Şüphesiz Allah adaleti, iyiliği ve yakınlara yardım etmeyi emreder; hayâsızlığı, fenalığı ve azgınlığı yasaklar","Vatan, Millet ve Tarih",24.07.2026,İSLAM MEDENİYETİ
Nasr,3,1,Allah tövbeleri çokça kabul edendir.,"Ramazan, Oruç ve Bayramlar",15.06.2018,KULLUK BİLİNCİYLE BİR ÖMÜR GEÇİRMEK
Nebe,10,1,Geceyi istirahat etmek için üzerinize örtü yaptık. Gündüzü de çalışıp geçim temin etme zamanı kıldık.,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",08.08.2025,SILA-İ RAHİMLE BEREKETLENEN TATİL
Necm,3,1,"Peygamber, arzu ve hevesine göre konuşmaz. Onun size okuduğu, kendisine indirilmiş vahiyden başka bir şey değildir","İman, Tevhid ve Ahiret",13.03.2026,HAK VE HAKİKATİN TEMSİLCİLERİ: PEYGAMBERLER
Necm,32,1,"Sakın kendinizi kusursuz görmeye kalkışmayın! Çünkü Allah, kendisine karşı gelmekten sakınanları en iyi bilendir.","Sabır, Tevekkül ve Manevi Olgunluk",19.01.2018,ÖNCE KENDİMİZDEN SORUMLUYUZ
Nisa,163,1,"Biz Nûh'a ve ondan sonra gelen peygamberlere vahyettiğimiz gibi, sana da vahyettik. İbrahim'e, İsmail'e, İshak'a, Yakub'a, torunlarına, İsa'ya, Eyyüb'e, Yûnus'a, Hârûn'a ve Süleyman'a da vahyetmiştik. Davûd'a da Zebûr vermiştik.","İman, Tevhid ve Ahiret",16.01.2015,ALLAH’IN KUTLU ELÇİLERİNE SAYGI
Nisa,17,1,"Allah katında makbul tevbe, ancak bilmeyerek günah işleyip sonra çok geçmeden tevbe edenlerin tevbesidir. İşte Allah bunların tevbelerini kabul buyurur. Allah hakkıyla bilendir, hüküm ve hikmet sahibidir.","İman, Tevhid ve Ahiret",14.12.2018,RAHMET VE MAĞFİRET KAPISI: TEVBE
Nisa,48,1,"Allah, kendisine ortak koşulmasını asla bağışlamaz. Diğer bütün günahları dilediği kimseler için bağışlar.","Kandiller, Muharrem ve Mübarek Geceler",05.05.2017,NEDAMET VE ÜMİDİN ADI: TÖVBE
Nisa,58,1,"Allah size, emanetleri ehline vermenizi ve insanlar arasında hükmettiğiniz zaman adaletle hükmetmenizi emreder.","Kandiller, Muharrem ve Mübarek Geceler",31.05.2019,KADİR GECESİ: KUR'ÂN İLE ŞEREFLENEN GECE
Nisa,78,1,"Nerede olursanız olun, sağlam ve güçlendirilmiş kaleler içinde bulunsanız bile ölüm size ulaşacaktır.","İman, Tevhid ve Ahiret",27.02.2015,ÖLÜM VE ÖTESİ
Nur,21,1,"Ey iman edenler! Şeytanın adımlarını takip etmeyin. Kim şeytanın adımlarını takip ederse, bilsin ki şeytan, ancak hayâsızlığı ve kötülüğü emreder…","Aile, Çocuk ve Nesil",10.01.2025,"FITRATI KORUMAK, AİLEYİ KORUMAKTIR"
Nur,24,1,"O gün günahkârların dilleri, elleri ve ayakları, yapıp ettikleriyle ilgili aleyhlerine şahitlik edecektir.","Sabır, Tevekkül ve Manevi Olgunluk",29.12.2023,MUHASEBE BİLİNCİYLE BİR ÖMÜR GEÇİRMEK
Nur,32,1,İçinizden bekâr olanları evlendirin...,"Aile, Çocuk ve Nesil",13.06.2025,DÜĞÜN YAPMANIN DA BİR ÂDÂBI VARDIR
Nur,55,1,"Allah, içinizden iman edip dünya ve ahiret için yararlı işler yapan kimselere; kendilerinden öncekilere verdiği gibi onlara da yeryüzünde hâkimiyet vereceğini, onlar için beğenip seçtiği İslam dinini yerleştirip yayılmasını sağlayacağını, hâlihazırdaki korkularını güvenliğe çevireceğini vaat etmiştir…","İman, Tevhid ve Ahiret",09.08.2024,VEHEN: BİRLİK VE BERABERLİĞİMİZİN ÖNÜNDEKİ BÜYÜK ENGEL
Ra'd,29,1,İman edip dünya ve ahiret için yararlı işler yapanlara müjdeler olsun! Onların varacağı yer ne güzel yerdir.,"Ahlak, Erdem ve Söz",20.09.2024,PEYGAMBERİMİZ (S.A.S) VE ŞAHSİYET İNŞASI
Rahman,29,1,"Göklerde ve yerde bulunanlar, her şeyi ondan talep eder. O, her an yaratma halindedir. O halde, Rabbinizin nimetlerinden hangisini yalanlayabilirsiniz?","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",04.10.2019,DÜNYA EVİMİZ BİZE EMANETTİR
Rum,47,1,"Müminlere yardım etmek, üzerimizde bir gerekliliktir.","Vatan, Millet ve Tarih",28.05.2021,"YÜCE ALLAH, MÜMİNLERİN YARDIMCISIDIR"
Rum,54,1,"Allah, sizi güçsüz olarak yaratan, sonra güçsüzlüğün ardından bir güç veren, sonra gücün ardından bir güçsüzlük ve yaşlılık verendir. O dilediğini yaratır. O hakkıyla bilendir, kudret sahibi olandır.","Aile, Çocuk ve Nesil",22.02.2019,"YAŞLILARA HÜRMET, ÖMRÜMÜZE BEREKET"
Saffat,100,1,"Ey İbrahim! Rüyayı gerçekleştirdin. Biz iyileri böyle mükâfatlandırırız. Bu, gerçekten, çok açık bir imtihandır. Biz, oğluna bedel ona büyük bir kurban verdik.","Ramazan, Oruç ve Bayramlar",03.10.2014,KURBAN ALLAH’A YAKIN OLMAK İÇİNDİR
Taha,114,1,"Rabbimiz! İlmimizi, anlayışımızı artır ve bizi salih kullarından eyle!",İslam Coğrafyası ve Küresel Meseleler,20.11.2015,KÜRESEL TERÖRÜN HEDEF ALDIĞI DİN: İSLAM
Taha,25,1,Rabbim! Gönlüme ferahlık ver! İşimi kolaylaştır.,"Kandiller, Muharrem ve Mübarek Geceler",31.03.2017,"RAĞBETİMİZ, RABBİMİZE OLSUN!"
Tahrim,66,1,"Ey iman edenler! Kendinizi ve ailenizi, yakıtı insanlar ve taşlar olan ateşten koruyun","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",11.09.2026,EĞİTİM VE ÖĞRETİM
Tahrim,8,1,Ey iman edenler! Allah'a içtenlikle tevbe edin,"İman, Tevhid ve Ahiret",14.12.2018,RAHMET VE MAĞFİRET KAPISI: TEVBE
Tekvir,26,1,Gidişiniz nereye?,"Ramazan, Oruç ve Bayramlar",02.06.2017,ORUCUN AÇLIĞI AÇGÖZLÜLÜĞÜ TEDAVİ EDER
Tevbe,18,1,"Allah’ın mescitlerini, ancak Allah’a ve ahiret gününe inanan, namazı dosdoğru kılan, zekâtı veren ve yalnızca Allah’tan korkan ve çekinen kimseler imar edebilirler. İşte onların doğru yolu bulanlardan olmaları umulur.","Vatan, Millet ve Tarih",24.07.2026,İSLAM MEDENİYETİ
